107.9,186.7,-734.033,68.4,56.7,3.46,11900
107.9,186.7,-805.065,68.4,56.7,3.7,13200
114.2,198.9,-754.403,68.4,58.7,3.46,12440
114.2,198.9,-832.035,68.4,58.7,3.7,13860
107.9,186.7,-936.433,68.4,56.7,3.46,15580
107.9,186.7,-1008.565,68.4,56.7,3.7,16900
114.2,198.9,-988.428,68.4,56.7,3.46,16695
114.2,198.9,-1008.86,68.4,58.7,3.7,17075
107.9,186.7,-994.183,68.4,56.7,3.46,16630
107.9,186.7,-1066.315,68.4,56.7,3.7,17950
108,186.7,-1077.0505,68.3,56,3.61,18150
93.7,157.3,-392.4485,63.8,50.8,2.97,5572
93.7,157.3,-523.5065,63.8,50.8,3.03,7957
93.7,157.3,-428.5835,63.8,50.6,2.97,6229
93.7,167.3,-451.0485,63.8,50.8,2.97,6692
93.7,167.3,-501.4835,63.8,50.8,2.97,7609
103.3,174.6,-564.8725,64.6,59.8,3.35,8921
95.9,173.2,-788.7995,66.3,50.2,3.59,12764
94.5,168.9,-1306.637,68.3,50.2,3.94,22018
89.5,168.9,-1878.027,65,51.6,3.74,32528
89.5,168.9,-1960.527,65,51.6,3.74,34028
89.5,168.9,-2125.527,65,51.6,3.74,37028
98.4,175.7,-1831.1245,72.3,50.5,3.94,31400.5
96.1,181.5,-596.288,66.5,55.2,3.46,9295
96.1,176.8,-631.048,66.6,50.5,3.46,9895
99.1,186.6,-732.427,66.5,56.1,3.54,11850
99.1,186.6,-750.027,66.5,56.1,3.54,12170
99.1,186.6,-909.827,66.5,56.1,2.54,15040
99.1,186.6,-933.727,66.5,56.1,3.54,15510
99.1,186.6,-1078.927,66.5,56.1,3.54,18150
99.1,186.6,-1104.777,66.5,56.1,3.54,18620
93.7,156.9,-364.931,63.4,53.7,3.62,5118
93.7,157.9,-471.756,63.6,53.7,3.62,7053
93.3,157.3,-503.246,63.8,55.7,3.62,7603
97.2,172,-474.691,65.4,52.5,3.62,7126
97.2,172,-510.386,65.4,52.5,3.62,7775
97.2,172,-630.561,65.4,52.5,3.62,9960
97,172,-590.756,65.4,54.3,3.62,9233
97,172,-702.186,65.4,54.3,3.62,11259
97,173.5,-492.956,65.4,53,3.62,7463
97,173.5,-643.381,65.4,53,3.62,10198
96.9,173.6,-523.266,65.4,54.9,3.62,8013
96.9,173.6,-725.721,65.4,54.9,3.62,11694
95.7,158.7,-377.0525,63.6,54.5,3.05,5348
95.7,158.7,-431.5025,63.6,54.5,3.05,6338
95.7,158.7,-439.7525,63.6,54.5,3.05,6488
95.7,169.7,-460.1025,63.6,59.1,3.05,6918
95.7,169.7,-514.0025,63.6,59.1,3.05,7898
95.7,169.7,-562.4025,63.6,59.1,3.05,8778
95.7,166.3,-464.7495,64.4,53,3.19,6938
95.7,166.3,-479.0495,64.4,52.8,3.19,7198
95.7,166.3,-517.3935,64.4,53,3.27,7898
95.7,166.3,-511.3435,64.4,52.8,3.27,7788
95.7,166.3,-508.7495,64.4,53,3.19,7738
95.7,166.3,-542.8495,64.4,52.8,3.19,8358
95.7,166.3,-592.3495,64.4,52.8,3.19,9258
94.5,168.7,-525.3095,64,52.6,3.19,8058
94.5,168.7,-535.2095,64,52.6,3.19,8238
94.5,168.7,-593.412,64,52.6,3.24,9298
94.5,168.7,-606.612,64,52.6,3.24,9538
98.4,176.2,-545.816,65.6,52,3.62,8449
98.4,176.2,-611.266,65.6,52,3.62,9639
98.4,176.2,-630.516,65.6,52,3.62,9989
98.4,176.2,-697.066,65.6,52,3.62,11199
98.4,176.2,-716.316,65.6,52,3.62,11549
98.4,176.2,-1052.916,65.6,53,3.62,17669
102.4,175.6,-573.5955,66.5,54.9,3.31,8948
102.4,175.6,-669.9235,66.5,54.9,3.27,10698
102.4,175.6,-630.7955,66.5,53.9,3.31,9988
102.4,175.6,-680.8455,66.5,54.9,3.31,10898
102.4,175.6,-700.0955,66.5,53.9,3.31,11248
102.9,183.5,-993.6035,67.7,52,3.27,16558
102.9,183.5,-962.8035,67.7,52,3.27,15998
104.5,187.8,-938.9335,66.5,54.1,3.27,15690
104.5,187.8,-942.2335,66.5,54.1,3.27,15750
97.3,171.7,-511.9255,65.5,55.7,3.01,7775
97.3,171.7,-522.5745,65.5,55.7,3.19,7975
97.3,171.7,-524.0255,65.5,55.7,3.01,7995
97.3,171.7,-534.6745,65.5,55.7,3.19,8195
97.3,171.7,-551.1745,65.5,55.7,3.19,8495
97.3,171.7,-606.5255,65.5,55.7,3.01,9495
97.3,171.7,-633.6745,65.5,55.7,3.19,9995
94.5,159.3,-723.3645,64.2,55.6,3.19,11595
94.5,165.7,-631.9195,64,51.4,3.19,9980
100.4,180.2,-814.7345,66.9,55.1,3.19,13295
100.4,180.2,-845.3355,66.9,55.1,3.01,13845
100.4,183.1,-758.5895,66.9,55.1,3.19,12290
104.3,188.8,-789.019,67.2,56.2,3.78,12940
104.3,188.8,-815.144,67.2,57.5,3.78,13415
104.3,188.8,-956.494,67.2,56.2,3.78,15985
104.3,188.8,-985.644,67.2,57.5,3.78,16515
104.3,188.8,-1090.731,67.2,56.2,3.62,18420
104.3,188.8,-1119.881,67.2,57.5,3.62,18950
109.1,188.8,-1005.424,68.9,55.5,3.78,16845
109.1,188.8,-1126.074,68.8,55.5,3.78,19045
109.1,188.8,-1261.014,68.9,55.5,3.58,21485
109.1,188.8,-1316.3005,68.9,55.5,3.01,22470
109.1,188.8,-1323.324,68.9,55.5,3.78,22625
